112.08965 55.9941893458 104.0000000000 
111.0543738278 59.8578926510 104.0000000000 
111.0543738278 59.8578926510 106.0000000000 
112.0896500082 55.9941893458 106.0000000000 

112.0896500082 55.9941893458 104.0000000000 
108.2260448557 57.0294918262 104.0000000000 
108.2260448557 57.0294918262 106.0000000000 
112.0896500082 55.9941893458 106.0000000000 

112.0896500082 55.9941893458 104.0000000000 
109.2613210361 53.1657885210 104.0000000000 
109.2613210361 53.1657885210 106.0000000000 
112.0896500082 55.9941893458 106.0000000000 

112.0896500082 55.9941893458 104.0000000000 
113.1249261886 52.1304860407 104.0000000000 
113.1249261886 52.1304860407 106.0000000000 
112.0896500082 55.9941893458 106.0000000000 

112.0896500082 55.9941893458 104.0000000000 
115.9532551606 54.9588868655 104.0000000000 
115.9532551606 54.9588868655 106.0000000000 
112.0896500082 55.9941893458 106.0000000000 

112.0896500082 55.9941893458 104.0000000000 
114.9179789802 58.8225901706 104.0000000000 
114.9179789802 58.8225901706 106.0000000000 
112.0896500082 55.9941893458 106.0000000000 

112.0896500082 55.9941893458 104.0000000000 
111.0543738278 59.8578926510 104.0000000000 
111.0543738278 59.8578926510 106.0000000000 
112.0896500082 55.9941893458 106.0000000000 

